Review	Liked
The ambience here is stale and not worth the money. The waiter was tasteless too.	0
Absolutely slow ambience, never coming back. The bread was disappointing too.	0
The burger here is quick and worth every penny.	1
What a impressive place, the restaurant exceeded expectations.	1
Such a fantastic experience with the ambience.	1
Highly recommend, the chef was great.	1
delicious ambience and a great atmosphere overall.	1
What a delightful place, the menu exceeded expectations. The staff was delicious too.	1
Such a soggy experience with the ambience.	0
Absolutely delightful restaurant, will come back again. The restaurant was impressive too.	1
The coffee was horrible. The waiter was underwhelming too.	0
We really regretted the dirty coffee tonight.	0
Such a delicious experience with the place.	1
Best menu I've had in a long time, truly amazing. The steak was quick too.	1
The waiter was outstanding.	1
The ambience here is delightful and worth every penny. The menu was outstanding too.	1
Highly recommend, the waiter was charming.	1
Highly recommend, the soup was amazing.	1
The coffee was friendly.	1
We really regretted the terrible staff tonight. The salad was rude too.	0
The menu was friendly. The waitress was cozy too.	1
Best food I've had in a long time, truly cozy.	1
The coffee here is greasy and not worth the money.	0
We really enjoyed the tasty burger tonight. The place was tasty too.	1
We really enjoyed the quick waiter tonight.	1
Would not recommend, the waitress was disappointing.	0
What a great place, the pizza exceeded expectations. The coffee was delicious too.	1
Highly recommend, the pasta was fresh.	1
What a delicious place, the pizza exceeded expectations.	1
Best soup I've had in a long time, truly flavorful.	1
The ambience here is cozy and worth every penny. The bread was fantastic too.	1
I loved the delicious bread here.	1
We really regretted the stale sushi tonight. The staff was overpriced too.	0
Absolutely fantastic place, will come back again.	1
We really enjoyed the delightful dessert tonight. The food was tasty too.	1
Such a slow experience with the service. The staff was underwhelming too.	0
We really regretted the cold coffee tonight.	0
Absolutely lovely food, will come back again.	1
Worst restaurant I've had in a long time, truly underwhelming.	0
I loved the great bread here.	1
The salad was excellent.	1
I hated the stale food here. The restaurant was bad too.	0
I loved the friendly waiter here.	1
The soup was fantastic.	1
The pizza was cold. The staff was bad too.	0
Worst salad I've had in a long time, truly rude. The ambience was rude too.	0
Would not recommend, the restaurant was disappointing.	0
We really regretted the disappointing staff tonight.	0
What a amazing place, the waiter exceeded expectations.	1
What a bland place, the bread fell far short. The staff was stale too.	0
unfriendly ambience and a poor atmosphere overall. The pizza was horrible too.	0
We really regretted the bad service tonight. The sushi was rude too.	0
Worst service I've had in a long time, truly greasy. The soup was burnt too.	0
Such a mediocre experience with the food.	0
Such a fresh experience with the dessert.	1
I hated the terrible dessert here.	0
Absolutely quick waiter, will come back again. The staff was delicious too.	1
The pasta here is noisy and not worth the money. The place was underwhelming too.	0
Worst pizza I've had in a long time, truly awful.	0
Such a cold experience with the steak. The restaurant was terrible too.	0
We really regretted the horrible soup tonight. The soup was slow too.	0
We really regretted the terrible pasta tonight. The menu was tasteless too.	0
mediocre soup and a poor atmosphere overall. The pizza was noisy too.	0
overpriced service and a poor atmosphere overall. The coffee was dirty too.	0
Such a stale experience with the sushi. The place was noisy too.	0
The steak was cozy.	1
The food here is burnt and not worth the money. The restaurant was horrible too.	0
The sushi was superb. The pasta was quick too.	1
I hated the overpriced coffee here. The dessert was terrible too.	0
What a fresh place, the food exceeded expectations. The dessert was superb too.	1
greasy coffee and a poor atmosphere overall.	0
The pasta was rude. The place was unfriendly too.	0
Such a slow experience with the food. The place was horrible too.	0
What a fantastic place, the dessert exceeded expectations.	1
amazing salad and a great atmosphere overall.	1
We really enjoyed the fantastic salad tonight.	1
Best service I've had in a long time, truly generous. The soup was excellent too.	1
We really regretted the bad ambience tonight.	0
stale food and a poor atmosphere overall. The ambience was rude too.	0
The restaurant here is soggy and not worth the money.	0
Best salad I've had in a long time, truly quick.	1
Absolutely underwhelming bread, never coming back. The food was stale too.	0
I loved the flavorful bread here.	1
Best pizza I've had in a long time, truly friendly. The sushi was friendly too.	1
The pasta here is great and worth every penny. The restaurant was flavorful too.	1
We really enjoyed the impressive place tonight.	1
I loved the tasty steak here.	1
Worst dessert I've had in a long time, truly noisy. The bread was awful too.	0
What a wonderful place, the service exceeded expectations.	1
Best waitress I've had in a long time, truly impressive. The menu was outstanding too.	1
Absolutely stale waitress, never coming back.	0
The restaurant here is impressive and worth every penny. The staff was delicious too.	1
What a amazing place, the salad exceeded expectations.	1
Worst waiter I've had in a long time, truly stale. The coffee was cold too.	0
The burger here is mediocre and not worth the money.	0
disappointing restaurant and a poor atmosphere overall. The pasta was cold too.	0
delicious sushi and a great atmosphere overall. The waiter was superb too.	1
Worst waiter I've had in a long time, truly tasteless.	0
Such a bland experience with the menu. The staff was bad too.	0
Absolutely rude waitress, never coming back.	0
The soup here is superb and worth every penny.	1
The sushi here is dirty and not worth the money.	0
Such a friendly experience with the place.	1
The chef was delightful. The bread was perfect too.	1
Would not recommend, the bread was rude. The menu was unfriendly too.	0
What a tasty place, the menu exceeded expectations.	1
The salad was fantastic.	1
What a rude place, the bread fell far short.	0
I loved the quick dessert here. The service was friendly too.	1
The pasta here is horrible and not worth the money.	0
The sushi here is friendly and worth every penny.	1
Absolutely friendly dessert, will come back again. The service was charming too.	1
The burger was dirty.	0
Such a greasy experience with the staff.	0
What a impressive place, the soup exceeded expectations. The chef was amazing too.	1
Absolutely impressive soup, will come back again.	1
Absolutely terrible place, never coming back.	0
The steak here is fantastic and worth every penny. The restaurant was outstanding too.	1
The steak was wonderful. The bread was quick too.	1
I loved the impressive steak here.	1
Highly recommend, the place was impressive. The dessert was excellent too.	1
What a disappointing place, the coffee fell far short.	0
Such a tasteless experience with the service. The waitress was underwhelming too.	0
Would not recommend, the pizza was terrible. The service was overpriced too.	0
The bread here is soggy and not worth the money. The waitress was underwhelming too.	0
What a horrible place, the chef fell far short. The staff was noisy too.	0
Worst place I've had in a long time, truly terrible. The sushi was cold too.	0
The soup was generous.	1
The sushi here is greasy and not worth the money. The burger was terrible too.	0
I loved the impressive waitress here.	1
We really enjoyed the cozy pizza tonight.	1
Highly recommend, the sushi was tasty.	1
Worst pizza I've had in a long time, truly cold.	0
We really enjoyed the quick dessert tonight.	1
We really regretted the unfriendly steak tonight.	0
Absolutely friendly soup, will come back again.	1
We really enjoyed the excellent pizza tonight. The burger was fresh too.	1
Such a awful experience with the sushi.	0
What a great place, the salad exceeded expectations.	1
outstanding service and a great atmosphere overall.	1
The steak here is fantastic and worth every penny. The pizza was lovely too.	1
We really enjoyed the amazing menu tonight. The pizza was wonderful too.	1
We really regretted the soggy soup tonight. The bread was bland too.	0
Best waitress I've had in a long time, truly delicious.	1
I loved the impressive staff here.	1
The food here is rude and not worth the money. The pizza was mediocre too.	0
The pizza here is generous and worth every penny.	1
Such a generous experience with the menu.	1
I loved the tasty staff here.	1
The burger here is tasty and worth every penny. The dessert was flavorful too.	1
Would not recommend, the place was mediocre. The place was bland too.	0
We really enjoyed the lovely place tonight. The waiter was amazing too.	1
The chef here is disappointing and not worth the money.	0
Best sushi I've had in a long time, truly fresh. The burger was outstanding too.	1
The dessert here is quick and worth every penny.	1
I loved the great menu here.	1
Worst coffee I've had in a long time, truly burnt.	0
Such a friendly experience with the ambience.	1
Highly recommend, the food was amazing.	1
The coffee here is unfriendly and not worth the money. The menu was awful too.	0
Would not recommend, the place was greasy.	0
I hated the soggy sushi here.	0
Would not recommend, the waitress was terrible.	0
I loved the perfect service here.	1
Absolutely delicious salad, will come back again. The ambience was excellent too.	1
Absolutely cozy bread, will come back again.	1
The chef here is tasty and worth every penny.	1
We really regretted the burnt service tonight. The waitress was disappointing too.	0
What a perfect place, the staff exceeded expectations. The staff was cozy too.	1
We really enjoyed the tasty staff tonight.	1
Such a impressive experience with the restaurant.	1
Best food I've had in a long time, truly lovely. The pizza was amazing too.	1
The coffee here is overpriced and not worth the money.	0
The staff here is friendly and worth every penny.	1
Absolutely impressive burger, will come back again.	1
charming menu and a great atmosphere overall.	1
Such a disappointing experience with the place.	0
Absolutely slow sushi, never coming back.	0
Highly recommend, the bread was fantastic. The dessert was tasty too.	1
Best soup I've had in a long time, truly excellent.	1
The bread was fresh.	1
disappointing staff and a poor atmosphere overall.	0
Such a delicious experience with the waitress. The pasta was great too.	1
We really enjoyed the cozy sushi tonight.	1
We really enjoyed the cozy restaurant tonight. The food was flavorful too.	1
The waiter here is mediocre and not worth the money.	0
Best staff I've had in a long time, truly amazing.	1
I loved the impressive pizza here.	1
Absolutely bland bread, never coming back.	0
What a bad place, the pizza fell far short.	0
Best salad I've had in a long time, truly charming.	1
The soup was overpriced.	0
We really enjoyed the excellent restaurant tonight.	1
The coffee here is cold and not worth the money.	0
What a overpriced place, the dessert fell far short. The waitress was noisy too.	0
Such a wonderful experience with the coffee.	1
We really enjoyed the delicious waiter tonight. The pasta was cozy too.	1
I loved the fantastic waitress here. The waiter was fresh too.	1
We really regretted the horrible service tonight.	0
The staff here is impressive and worth every penny. The service was great too.	1
Absolutely great burger, will come back again.	1
The food here is perfect and worth every penny.	1
Highly recommend, the waiter was delicious. The waitress was wonderful too.	1
We really enjoyed the charming pasta tonight. The steak was friendly too.	1
We really regretted the disappointing waiter tonight.	0
I loved the quick bread here.	1
We really enjoyed the wonderful pizza tonight.	1
terrible waitress and a poor atmosphere overall.	0
Best menu I've had in a long time, truly delightful.	1
Highly recommend, the pizza was quick.	1
delicious soup and a great atmosphere overall. The sushi was lovely too.	1
What a quick place, the staff exceeded expectations.	1
quick pizza and a great atmosphere overall.	1
We really regretted the overpriced pizza tonight.	0
I hated the mediocre dessert here.	0
Worst coffee I've had in a long time, truly stale. The sushi was bad too.	0
Highly recommend, the sushi was flavorful. The restaurant was delightful too.	1
Would not recommend, the burger was tasteless. The staff was burnt too.	0
We really enjoyed the tasty coffee tonight. The bread was impressive too.	1
What a tasty place, the waiter exceeded expectations.	1
The ambience here is delicious and worth every penny. The burger was outstanding too.	1
Worst food I've had in a long time, truly rude.	0
The ambience was underwhelming. The sushi was soggy too.	0
Worst waiter I've had in a long time, truly unfriendly.	0
Highly recommend, the soup was charming.	1
The ambience was cold.	0
Such a quick experience with the chef.	1
The soup was greasy. The coffee was terrible too.	0
We really regretted the disappointing pasta tonight. The waiter was mediocre too.	0
The salad was charming.	1
Best ambience I've had in a long time, truly outstanding.	1
soggy food and a poor atmosphere overall.	0
What a unfriendly place, the place fell far short.	0
Would not recommend, the food was underwhelming. The menu was bland too.	0
What a wonderful place, the pizza exceeded expectations. The waiter was flavorful too.	1
The dessert here is impressive and worth every penny. The service was great too.	1
We really regretted the dirty ambience tonight. The steak was underwhelming too.	0
soggy pasta and a poor atmosphere overall. The restaurant was burnt too.	0
We really enjoyed the amazing staff tonight.	1
tasteless food and a poor atmosphere overall. The steak was tasteless too.	0
Highly recommend, the sushi was tasty.	1
The pasta was fantastic.	1
amazing food and a great atmosphere overall.	1
I loved the quick place here.	1
We really enjoyed the great menu tonight. The food was excellent too.	1
Best pasta I've had in a long time, truly lovely. The chef was impressive too.	1
I hated the soggy staff here. The pizza was horrible too.	0
Best salad I've had in a long time, truly generous.	1
perfect dessert and a great atmosphere overall.	1
Such a burnt experience with the ambience. The waiter was mediocre too.	0
Such a superb experience with the food. The coffee was charming too.	1
What a greasy place, the waiter fell far short.	0
impressive waitress and a great atmosphere overall. The service was charming too.	1
We really regretted the soggy place tonight.	0
The coffee was burnt. The pasta was terrible too.	0
Such a quick experience with the menu.	1
The coffee here is generous and worth every penny. The restaurant was friendly too.	1
Such a impressive experience with the place.	1
Absolutely delicious salad, will come back again. The salad was tasty too.	1
The food here is unfriendly and not worth the money. The staff was rude too.	0
The staff here is disappointing and not worth the money.	0
We really regretted the tasteless steak tonight.	0
The salad was amazing.	1
horrible steak and a poor atmosphere overall.	0
Absolutely flavorful bread, will come back again.	1
Such a friendly experience with the service.	1
Would not recommend, the dessert was bad.	0
Best chef I've had in a long time, truly great. The service was lovely too.	1
overpriced place and a poor atmosphere overall.	0
We really enjoyed the friendly sushi tonight.	1
Absolutely disappointing soup, never coming back.	0
What a perfect place, the restaurant exceeded expectations. The menu was generous too.	1
noisy staff and a poor atmosphere overall.	0
What a bad place, the steak fell far short.	0
What a amazing place, the restaurant exceeded expectations. The burger was amazing too.	1
What a charming place, the waiter exceeded expectations.	1
Such a greasy experience with the burger.	0
wonderful coffee and a great atmosphere overall.	1
What a friendly place, the chef exceeded expectations. The place was fresh too.	1
We really enjoyed the friendly ambience tonight. The bread was cozy too.	1
What a soggy place, the waitress fell far short.	0
The ambience was unfriendly.	0
cozy sushi and a great atmosphere overall. The staff was lovely too.	1
Such a charming experience with the place. The service was delightful too.	1
The pasta was unfriendly.	0
We really enjoyed the perfect pasta tonight. The chef was delicious too.	1
Worst chef I've had in a long time, truly slow. The steak was slow too.	0
charming sushi and a great atmosphere overall. The salad was outstanding too.	1
Absolutely generous burger, will come back again.	1
We really enjoyed the delicious burger tonight. The staff was delightful too.	1
I hated the unfriendly pizza here.	0
Such a terrible experience with the ambience.	0
The waiter was burnt. The waitress was soggy too.	0
I hated the unfriendly salad here.	0
Best food I've had in a long time, truly charming.	1
The sushi was generous.	1
The sushi was dirty. The soup was unfriendly too.	0
Absolutely delightful menu, will come back again.	1
What a generous place, the ambience exceeded expectations.	1
greasy sushi and a poor atmosphere overall.	0
We really enjoyed the flavorful staff tonight. The ambience was excellent too.	1
We really enjoyed the quick waitress tonight.	1
I hated the mediocre coffee here.	0
Highly recommend, the pizza was fresh. The bread was fantastic too.	1
Such a amazing experience with the pizza. The waitress was wonderful too.	1
Highly recommend, the pasta was delightful.	1
The food here is unfriendly and not worth the money.	0
What a stale place, the dessert fell far short.	0
Such a outstanding experience with the food. The burger was fresh too.	1
Best burger I've had in a long time, truly impressive. The restaurant was fantastic too.	1
Absolutely friendly chef, will come back again. The bread was delicious too.	1
Would not recommend, the staff was rude.	0
Absolutely soggy burger, never coming back.	0
Absolutely noisy food, never coming back.	0
fresh dessert and a great atmosphere overall. The pasta was superb too.	1
cozy ambience and a great atmosphere overall.	1
The salad was delicious.	1
Such a excellent experience with the salad. The steak was wonderful too.	1
The pasta here is amazing and worth every penny.	1
We really regretted the tasteless place tonight. The burger was slow too.	0
Highly recommend, the chef was quick.	1
We really enjoyed the excellent staff tonight.	1
Such a tasty experience with the soup. The steak was quick too.	1
Absolutely greasy salad, never coming back. The bread was stale too.	0
We really enjoyed the outstanding burger tonight. The ambience was great too.	1
What a rude place, the waitress fell far short.	0
awful dessert and a poor atmosphere overall. The food was disappointing too.	0
The staff here is burnt and not worth the money. The sushi was overpriced too.	0
Worst waiter I've had in a long time, truly mediocre.	0
stale menu and a poor atmosphere overall. The dessert was greasy too.	0
Absolutely great waitress, will come back again.	1
Highly recommend, the service was fresh. The waitress was generous too.	1
The waiter here is mediocre and not worth the money. The service was bland too.	0
What a soggy place, the salad fell far short. The coffee was unfriendly too.	0
Such a greasy experience with the place.	0
The menu here is outstanding and worth every penny.	1
Absolutely quick steak, will come back again.	1
The bread was mediocre.	0
Such a great experience with the coffee.	1
We really enjoyed the lovely coffee tonight.	1
The staff here is overpriced and not worth the money.	0
What a stale place, the chef fell far short. The steak was terrible too.	0
Absolutely charming dessert, will come back again.	1
Best service I've had in a long time, truly superb.	1
I loved the superb waitress here. The ambience was delightful too.	1
I hated the mediocre food here. The dessert was noisy too.	0
We really regretted the disappointing chef tonight. The pizza was terrible too.	0
Worst pizza I've had in a long time, truly cold.	0
Such a lovely experience with the ambience.	1
The salad here is perfect and worth every penny.	1
The restaurant was burnt.	0
The burger was amazing.	1
I hated the disappointing waiter here.	0
Highly recommend, the service was flavorful.	1
Such a tasteless experience with the food.	0
The service here is fresh and worth every penny.	1
What a excellent place, the menu exceeded expectations. The ambience was wonderful too.	1
Worst food I've had in a long time, truly tasteless.	0
dirty dessert and a poor atmosphere overall.	0
What a greasy place, the coffee fell far short.	0
We really regretted the dirty ambience tonight.	0
What a overpriced place, the pizza fell far short. The soup was greasy too.	0
The menu was great.	1
Would not recommend, the dessert was bland.	0
Would not recommend, the dessert was bad.	0
The waiter was soggy.	0
We really regretted the tasteless soup tonight. The coffee was overpriced too.	0
Would not recommend, the salad was bad. The staff was burnt too.	0
charming salad and a great atmosphere overall.	1
The soup here is soggy and not worth the money.	0
The food here is bad and not worth the money. The waitress was rude too.	0
We really regretted the horrible steak tonight. The menu was rude too.	0
Highly recommend, the chef was fantastic.	1
Best coffee I've had in a long time, truly generous.	1
What a awful place, the steak fell far short.	0
The service was slow.	0
The restaurant here is delicious and worth every penny.	1
We really enjoyed the delicious soup tonight.	1
The menu was impressive.	1
The burger here is burnt and not worth the money.	0
What a disappointing place, the sushi fell far short. The restaurant was greasy too.	0
The burger was perfect.	1
What a cold place, the pizza fell far short.	0
The bread was delightful. The waiter was delicious too.	1
We really enjoyed the friendly menu tonight.	1
great salad and a great atmosphere overall.	1
slow burger and a poor atmosphere overall. The ambience was mediocre too.	0
We really enjoyed the perfect waitress tonight. The food was flavorful too.	1
Best soup I've had in a long time, truly fresh. The steak was quick too.	1
The dessert was slow.	0
The place was tasty.	1
I hated the horrible staff here.	0
Absolutely fresh coffee, will come back again. The waiter was impressive too.	1
We really regretted the awful service tonight. The ambience was horrible too.	0
The burger was tasty.	1
Absolutely lovely food, will come back again.	1
fantastic pizza and a great atmosphere overall.	1
The menu here is wonderful and worth every penny. The burger was perfect too.	1
The sushi was fantastic. The ambience was delicious too.	1
Such a bad experience with the waitress.	0
Would not recommend, the chef was soggy.	0
The waiter here is great and worth every penny. The place was delicious too.	1
Absolutely generous service, will come back again.	1
The food here is cozy and worth every penny.	1
I hated the awful bread here.	0
Worst chef I've had in a long time, truly awful.	0
generous burger and a great atmosphere overall.	1
We really regretted the dirty bread tonight.	0
The chef was impressive.	1
We really enjoyed the friendly pizza tonight.	1
The steak here is impressive and worth every penny.	1
The salad was bland.	0
What a delightful place, the salad exceeded expectations.	1
Highly recommend, the menu was flavorful. The ambience was outstanding too.	1
The waiter was tasty.	1
Such a tasteless experience with the pasta. The menu was terrible too.	0
Would not recommend, the burger was unfriendly. The chef was awful too.	0
Absolutely terrible food, never coming back. The chef was dirty too.	0
We really enjoyed the perfect steak tonight. The salad was quick too.	1
bland pasta and a poor atmosphere overall. The restaurant was tasteless too.	0
We really enjoyed the fantastic staff tonight.	1
The restaurant was disappointing. The dessert was soggy too.	0
We really enjoyed the great waiter tonight.	1
Such a horrible experience with the waiter.	0
The food was charming.	1
The burger was burnt.	0
I hated the mediocre coffee here. The dessert was soggy too.	0
The food here is greasy and not worth the money.	0
delicious pizza and a great atmosphere overall.	1
Absolutely underwhelming chef, never coming back. The restaurant was bad too.	0
Would not recommend, the place was horrible. The soup was soggy too.	0
bad place and a poor atmosphere overall.	0
Absolutely dirty pizza, never coming back. The restaurant was mediocre too.	0
We really enjoyed the tasty sushi tonight. The food was generous too.	1
Would not recommend, the food was horrible.	0
perfect waitress and a great atmosphere overall.	1
The pasta here is fantastic and worth every penny.	1
What a superb place, the pizza exceeded expectations.	1
What a charming place, the waitress exceeded expectations. The chef was lovely too.	1
Absolutely tasteless waiter, never coming back. The chef was horrible too.	0
What a impressive place, the bread exceeded expectations.	1
Such a flavorful experience with the sushi.	1
I loved the superb soup here. The ambience was delicious too.	1
Such a excellent experience with the pizza.	1
The food here is cold and not worth the money.	0
Worst food I've had in a long time, truly unfriendly.	0
I loved the generous service here. The place was delightful too.	1
Such a friendly experience with the salad. The service was lovely too.	1
Absolutely flavorful sushi, will come back again. The soup was quick too.	1
Worst staff I've had in a long time, truly bland.	0
Such a dirty experience with the salad. The coffee was greasy too.	0
Absolutely horrible staff, never coming back.	0
terrible soup and a poor atmosphere overall. The coffee was bland too.	0
mediocre steak and a poor atmosphere overall. The menu was terrible too.	0
The soup was charming. The staff was cozy too.	1
Such a stale experience with the menu. The soup was disappointing too.	0
Worst waitress I've had in a long time, truly overpriced.	0
We really enjoyed the cozy service tonight.	1
We really regretted the greasy pizza tonight. The burger was cold too.	0
bad waitress and a poor atmosphere overall. The bread was underwhelming too.	0
The pasta was overpriced.	0
The pasta here is flavorful and worth every penny. The menu was wonderful too.	1
Such a soggy experience with the ambience.	0
The coffee was flavorful.	1
Best waiter I've had in a long time, truly impressive. The waiter was charming too.	1
Would not recommend, the soup was awful. The burger was soggy too.	0
Absolutely horrible restaurant, never coming back.	0
I hated the overpriced menu here.	0
Would not recommend, the waiter was tasteless. The bread was bad too.	0
Such a friendly experience with the ambience. The burger was fantastic too.	1
The salad here is bad and not worth the money. The chef was mediocre too.	0
Absolutely excellent steak, will come back again. The salad was friendly too.	1
I loved the outstanding coffee here.	1
We really enjoyed the great waiter tonight. The chef was fantastic too.	1
Absolutely superb pizza, will come back again.	1
The pasta here is outstanding and worth every penny.	1
The food was tasteless.	0
The dessert here is generous and worth every penny.	1
We really enjoyed the delicious coffee tonight.	1
We really regretted the burnt pasta tonight.	0
Would not recommend, the place was overpriced.	0
We really enjoyed the excellent place tonight.	1
Such a charming experience with the sushi. The salad was lovely too.	1
Absolutely rude bread, never coming back.	0
The dessert here is wonderful and worth every penny.	1
I hated the burnt bread here. The food was disappointing too.	0
The dessert here is overpriced and not worth the money. The waitress was dirty too.	0
I loved the quick pasta here.	1
What a cold place, the place fell far short.	0
The service here is fantastic and worth every penny.	1
What a fresh place, the chef exceeded expectations.	1
What a excellent place, the staff exceeded expectations.	1
Would not recommend, the pizza was tasteless. The bread was terrible too.	0
We really enjoyed the wonderful place tonight.	1
We really regretted the bad restaurant tonight.	0
Highly recommend, the steak was friendly.	1
The menu was delightful.	1
The place here is bad and not worth the money. The soup was stale too.	0
The food was cozy.	1
What a charming place, the food exceeded expectations.	1
The waiter was noisy.	0
What a cold place, the burger fell far short.	0
Would not recommend, the ambience was tasteless.	0
What a wonderful place, the service exceeded expectations. The waitress was perfect too.	1
slow steak and a poor atmosphere overall.	0
Absolutely bad bread, never coming back.	0
Highly recommend, the waiter was fresh.	1
Absolutely mediocre steak, never coming back.	0
Highly recommend, the service was amazing. The soup was charming too.	1
Highly recommend, the food was fantastic.	1
The coffee was terrible.	0
Best food I've had in a long time, truly amazing.	1
Absolutely burnt chef, never coming back.	0
We really regretted the soggy ambience tonight.	0
Such a awful experience with the restaurant. The staff was awful too.	0
bland bread and a poor atmosphere overall.	0
Such a excellent experience with the waiter.	1
generous soup and a great atmosphere overall.	1
I hated the rude ambience here. The staff was dirty too.	0
Would not recommend, the staff was noisy. The food was slow too.	0
What a wonderful place, the chef exceeded expectations.	1
Absolutely greasy salad, never coming back.	0
Best waitress I've had in a long time, truly tasty.	1
What a greasy place, the pizza fell far short. The ambience was disappointing too.	0
Highly recommend, the bread was impressive.	1
Best burger I've had in a long time, truly delightful. The staff was delicious too.	1
Such a wonderful experience with the salad.	1
Would not recommend, the dessert was dirty.	0
Would not recommend, the chef was slow.	0
Such a horrible experience with the burger.	0
cold salad and a poor atmosphere overall. The salad was terrible too.	0
Would not recommend, the dessert was tasteless.	0
Absolutely amazing menu, will come back again.	1
What a perfect place, the staff exceeded expectations.	1
The service here is delightful and worth every penny. The chef was impressive too.	1
The steak was excellent. The salad was cozy too.	1
The salad here is fantastic and worth every penny. The burger was charming too.	1
Highly recommend, the staff was great.	1
Absolutely flavorful place, will come back again.	1
The steak here is soggy and not worth the money.	0
What a perfect place, the sushi exceeded expectations. The service was impressive too.	1
Absolutely mediocre waiter, never coming back.	0
Best coffee I've had in a long time, truly friendly.	1
Absolutely flavorful food, will come back again.	1
The service was burnt. The food was bland too.	0
The soup here is flavorful and worth every penny.	1
Worst steak I've had in a long time, truly bad.	0
Best salad I've had in a long time, truly wonderful. The dessert was quick too.	1
Would not recommend, the coffee was terrible. The salad was terrible too.	0
Best food I've had in a long time, truly fantastic.	1
Absolutely cold bread, never coming back.	0
The ambience here is slow and not worth the money.	0
The pasta here is delightful and worth every penny.	1
Absolutely amazing service, will come back again.	1
What a cold place, the dessert fell far short.	0
Absolutely generous ambience, will come back again. The burger was quick too.	1
Worst service I've had in a long time, truly unfriendly.	0
Absolutely flavorful sushi, will come back again.	1
We really regretted the underwhelming bread tonight. The ambience was overpriced too.	0
Such a charming experience with the service. The restaurant was charming too.	1
What a terrible place, the salad fell far short. The service was awful too.	0
The waitress here is fresh and worth every penny.	1
Would not recommend, the pasta was bland. The burger was slow too.	0
Absolutely slow service, never coming back. The steak was noisy too.	0
We really enjoyed the superb sushi tonight. The waitress was charming too.	1
We really enjoyed the cozy waiter tonight. The chef was superb too.	1
Absolutely dirty dessert, never coming back. The waitress was burnt too.	0
Would not recommend, the steak was horrible. The waitress was horrible too.	0
We really regretted the soggy burger tonight.	0
Would not recommend, the ambience was greasy.	0
The pizza was delicious. The steak was superb too.	1
The burger here is horrible and not worth the money. The pizza was overpriced too.	0
What a bad place, the pasta fell far short.	0
The restaurant here is noisy and not worth the money.	0
The coffee here is lovely and worth every penny.	1
The pasta here is cold and not worth the money. The steak was horrible too.	0
We really enjoyed the tasty menu tonight. The salad was outstanding too.	1
Highly recommend, the place was great. The ambience was fantastic too.	1
We really enjoyed the charming menu tonight.	1
Best dessert I've had in a long time, truly delightful. The burger was excellent too.	1
Highly recommend, the waiter was impressive.	1
Absolutely fresh menu, will come back again. The salad was delightful too.	1
I loved the generous chef here. The food was fantastic too.	1
We really regretted the bad ambience tonight. The menu was horrible too.	0
Would not recommend, the service was stale.	0
Highly recommend, the food was impressive. The restaurant was generous too.	1
Such a stale experience with the place.	0
We really regretted the stale soup tonight. The salad was disappointing too.	0
flavorful pasta and a great atmosphere overall.	1
What a burnt place, the coffee fell far short. The coffee was mediocre too.	0
I loved the friendly staff here.	1
We really regretted the underwhelming coffee tonight. The steak was soggy too.	0
The service here is charming and worth every penny. The salad was quick too.	1
I loved the excellent steak here.	1
The chef was noisy.	0
Such a tasteless experience with the food.	0
The restaurant was quick. The sushi was lovely too.	1
Highly recommend, the service was wonderful.	1
What a outstanding place, the pasta exceeded expectations. The chef was quick too.	1
Worst soup I've had in a long time, truly tasteless.	0
rude place and a poor atmosphere overall.	0
We really regretted the awful pizza tonight.	0
I hated the disappointing chef here.	0
What a superb place, the pizza exceeded expectations.	1
Such a excellent experience with the place.	1
What a outstanding place, the burger exceeded expectations.	1
Best menu I've had in a long time, truly excellent.	1
The service here is rude and not worth the money. The sushi was bland too.	0
Absolutely friendly place, will come back again.	1
Such a perfect experience with the chef. The pasta was delightful too.	1
soggy restaurant and a poor atmosphere overall. The sushi was awful too.	0
I hated the disappointing restaurant here.	0
Highly recommend, the service was wonderful.	1
The service was horrible.	0
Such a friendly experience with the sushi.	1
Such a disappointing experience with the burger. The waitress was terrible too.	0
Such a horrible experience with the waiter. The dessert was horrible too.	0
great burger and a great atmosphere overall.	1
We really regretted the burnt soup tonight. The waiter was tasteless too.	0
Best restaurant I've had in a long time, truly fantastic.	1
Such a stale experience with the staff.	0
Absolutely underwhelming place, never coming back.	0
Worst ambience I've had in a long time, truly soggy. The pasta was burnt too.	0
rude dessert and a poor atmosphere overall. The restaurant was overpriced too.	0
We really regretted the greasy steak tonight. The waiter was stale too.	0
Best service I've had in a long time, truly outstanding.	1
awful pizza and a poor atmosphere overall.	0
What a fresh place, the place exceeded expectations. The burger was superb too.	1
Absolutely unfriendly coffee, never coming back.	0
The waiter here is tasty and worth every penny. The sushi was delicious too.	1
Would not recommend, the dessert was mediocre.	0
Best pizza I've had in a long time, truly fresh. The dessert was friendly too.	1
Best pizza I've had in a long time, truly cozy.	1
Absolutely soggy staff, never coming back.	0
What a unfriendly place, the menu fell far short.	0
soggy pasta and a poor atmosphere overall.	0
Best service I've had in a long time, truly delicious.	1
Such a tasty experience with the sushi.	1
What a bad place, the food fell far short.	0
horrible restaurant and a poor atmosphere overall. The pasta was terrible too.	0
We really enjoyed the perfect pasta tonight.	1
I loved the amazing dessert here.	1
Worst steak I've had in a long time, truly terrible.	0
Best ambience I've had in a long time, truly superb.	1
